"title","console","genre","critic_score","total_sales","na_sales","jp_sales"
"Harvest Moon: The Tale of Two Towns","3DS","Simulation","6.3","0.36","0.28","0.05"
"Trauma Center: Under the Knife","DS","Simulation","8","0.36","0.3","0.02"
"Hamtaro: Ham-Ham Heartbreak","GBA","Action","8","0.36","0.26",""
"SAW","PS3","Action","6","0.36","0.13",""
"The Incredibles: Rise of the Underminer","PS2","Action","6.1","0.36","0.18",""
"G-Force","PSP","Action","7","0.36","0.24",""
"The Wonderful 101","WiiU","Action","8","0.36","0.15","0.08"
"Nintendo Labo: Toy-Con 02 Robot Kit","NS","Action","7","0.36","0.18","0.08"
"Spider-Man: Shattered Dimensions","X360","Action","8.2","0.36","0.24",""
"LEGO Pirates of the Caribbean: The Video Game","PSP","Action","6.8","0.36","0.12",""
"Assassin's Creed III","WiiU","Action-Adventure","7.7","0.36","0.19",""
"NARC","PS2","Shooter","5.5","0.36","0.18",""
"GoldenEye: Rogue Agent","GC","Shooter","5.9","0.36","0.28",""
"Call of Duty: Ghosts","WiiU","Shooter","8.8","0.35","0.22","0.01"
"EA Sports MMA","X360","Fighting","7.7","0.35","0.23",""
"Teenage Mutant Ninja Turtles: Smash-Up","Wii","Fighting","7.2","0.35","0.33",""
"Dead or Alive 5 Last Round","PS4","Fighting","7.1","0.35","0.09","0.09"
"Dragon Ball Z: Extreme Butoden","3DS","Fighting","5","0.35","0.13","0.17"
"Blasto","PS","Action","4.6","0.35","0.2",""
"Disney's Tarzan: Return to the Jungle","GBA","Action","6.9","0.35","0.25",""
"Transformers: Dark of the Moon","PS3","Action","5.5","0.35","0.11",""
"Chicken Shoot","Wii","Action","3","0.35","0.32",""
"Dark Void","PS3","Action","6.1","0.35","0.18",""
"The Fairly Odd Parents: Shadow Showdown","PS2","Platform","5","0.35","0.17",""
"Command & Conquer: Red Alert 3 Ultimate Edition","PS3","Strategy","7.4","0.35","0.14",""
"The Adventures of Jimmy Neutron Boy Genius: Jet Fusion","GBA","Platform","5.5","0.35","0.25",""
"Over the Hedge","GC","Platform","6.7","0.35","0.27",""
"Need for Speed Carbon","GC","Racing","7.7","0.35","0.27",""
"MotoGP 08","X360","Racing","6.8","0.35","0.11",""
"Aggressive Inline","PS2","Sports","8.7","0.35","0.17",""
"Guitar Hero: Smash Hits","PS3","Misc","7.4","0.35","0.2",""
"Def Jam Rapstar","PS3","Misc","7.4","0.35","0.27",""
"EverGrace","PS2","Role-Playing","6.2","0.35","0.1","0.15"
"Lunar 2: Eternal Blue Complete","PS","Role-Playing","8.1","0.35","0.19",""
"Suikoden V","PS2","Role-Playing","7.9","0.35","0.08","0.19"
"Persona 2: Eternal Punishment","PS","Role-Playing","8.7","0.35","0.03","0.28"
"Might & Magic Heroes VI","PC","Role-Playing","7.4","0.35","0.15",""
"NFL Street","GC","Sports","8.3","0.35","0.27",""
"Resident Evil: Dead Aim","PS2","Shooter","6.7","0.35","0.17",""
"Terminator Salvation","X360","Shooter","5.2","0.35","0.13","0"
"Football Manager Handheld 2010","PSP","Sports","6","0.35","",""
"NHL 2K10","Wii","Sports","8.2","0.35","0.32",""
"MLB 06: The Show","PSP","Sports","8.3","0.35","0.32",""
"Madden NFL 13","PSV","Sports","6.2","0.35","0.28",""
"Def Jam Icon","X360","Action","6.3","0.35","0.3","0"
"Mini Ninjas","PS3","Action","7.4","0.34","0.14",""
"Driver 2 Advance","GBA","Action","6.8","0.34","0.25",""
"Trauma Center: Second Opinion","Wii","Simulation","8.2","0.34","0.28","0.03"
"Tom Clancy's Ghost Recon: Shadow Wars","3DS","Strategy","7.9","0.34","0.22",""
"The Eye of Judgment","PS3","Strategy","7.5","0.34","0.28","0.02"
"Shaun White Snowboarding","PSP","Sports","6.3","0.34","0.26",""
"Supreme Commander 2","X360","Strategy","8.2","0.34","0.23",""
"Backstreet Billiards","PS","Misc","7.2","0.34","0.19",""
"Dynasty Warriors 6 Empires","PS3","Action","6.4","0.34","0.14","0.15"
"Battalion Wars 2","Wii","Strategy","7.7","0.34","0.22","0.08"
"Dynasty Warriors: Gundam 2","PS2","Action","4.9","0.34","0.04","0.25"
"Dynasty Warriors 5 Empires","PS2","Action","6.3","0.34","0.11","0.12"
"Tenchu Z","X360","Action","5.7","0.34","0.27","0.02"
"Star Ocean: Second Evolution","PSP","Role-Playing","8","0.34","0.14","0.16"
"Lord of Arcana","PSP","Role-Playing","4.7","0.34","0.08","0.17"
"WWE Day of Reckoning 2","GC","Fighting","8.3","0.34","0.26",""
"F.E.A.R.","X360","Shooter","8.6","0.34","0.28",""
"WWE All Stars","X360","Fighting","7.7","0.34","0.18",""
"MotorStorm: Arctic Edge","PS2","Racing","7.4","0.34","0.07",""
"Racquet Sports","PS3","Sports","4.2","0.34","0.11",""
"Herbie: Fully Loaded","GBA","Racing","5","0.34","0.24",""
"Beyond Good & Evil","PS2","Adventure","8.3","0.33","0.16",""
"Teen Titans","GC","Action","6.3","0.33","0.25",""
"Dead or Alive 5","X360","Fighting","7.6","0.33","0.2","0.03"
"Street Fighter Alpha 3 MAX","PSP","Fighting","7.8","0.33","0.27","0.02"
"WWE Wrestlemania XIX","GC","Fighting","7.8","0.33","0.26",""
"Kirby: Battle Royale","3DS","Fighting","6","0.33","0.07","0.2"
"Call of Duty 2: Big Red One","GC","Shooter","7.5","0.33","0.25",""
"Fracture","X360","Shooter","4","0.33","0.15","0"
"Mystery Case Files: The Malgrave Incident","Wii","Adventure","6.3","0.33","0.17",""
"Clock Tower 3","PS2","Adventure","7","0.33","0.1","0.12"
"Dr. Mario / Puzzle League","GBA","Puzzle","7.5","0.33","0.12","0.16"
"Bomberman World","PS","Puzzle","6.5","0.33","0.06","0.22"
"Planet Puzzle League","DS","Puzzle","8.6","0.33","0.14","0.16"
"Warhammer 40,000: Squad Command","PSP","Strategy","6.6","0.33","0.11",""
"GT Advance Championship Racing","GBA","Racing","7.5","0.33","0.24",""
"Mega Man ZX Advent","DS","Platform","7.6","0.33","0.22","0.09"
"NBA 2K10","PSP","Sports","5.5","0.33","0.3","0"
"MVP Baseball 2005","GC","Sports","8.7","0.33","0.25",""
"The Sims 2","GC","Simulation","7.6","0.33","0.26",""
"Harry Potter and the Deathly Hallows - Part 2","X360","Action","4.8","0.33","0.19",""
"MLB 08: The Show","PSP","Sports","8.3","0.33","0.3",""
"Deus Ex: Invisible War","XB","Shooter","8.5","0.33","0.25",""
"Etrian Odyssey","DS","Role-Playing","7.4","0.33","0.19","0.09"
"Untold Legends: The Warriors Code","PSP","Role-Playing","6.8","0.33","0.14",""
"Resonance of Fate","X360","Role-Playing","7.4","0.33","0.12","0.06"
"Disgaea: Hour of Darkness","PS2","Role-Playing","8.8","0.33","0.16",""
"Tokyo Mirage Sessions #FE","WiiU","Role-Playing","8","0.33","0.17","0.08"
"Disgaea 2: Cursed Memories","PS2","Role-Playing","7.9","0.33","0.09","0.15"
"Fable III","PC","Role-Playing","7","0.33","0.11",""
"The Witcher: Enhanced Edition","PC","Role-Playing","8.3","0.33","0.32",""
"Ape Escape Academy","PSP","Party","5.3","0.33","0.13",""
"Jeanne d'Arc","PSP","Role-Playing","8.4","0.33","0.21","0.1"
"Capcom Classics Collection Reloaded","PSP","Misc","7.1","0.33","0.26","0.03"
"DECA Sports Freedom","X360","Sports","3","0.33","0.27",""
"Banjo-Kazooie: Grunty's Revenge","GBA","Platform","6.6","0.33","0.24",""
"Klonoa 2: Lunatea's Veil","PS2","Platform","9.4","0.33","0.12","0.08"
"Classic NES Series: Castlevania","GBA","Platform","7.4","0.33","0.17","0.09"
"Major League Baseball 2K6","XB","Sports","7.3","0.33","0.24",""
"Ninja Blade","X360","Action","6.7","0.33","0.14","0.02"
"Golden Axe: Beast Rider","X360","Action","4","0.33","0.19",""
"Naruto: Rise of a Ninja","X360","Action","7.8","0.33","0.29",""
"Ultimate NES Remix","3DS","Action","7","0.33","0.19",""
"Folklore","PS3","Role-Playing","7.5","0.32","0.2","0.05"
"Bleach: Shattered Blade","Wii","Fighting","5.3","0.32","0.21","0.08"
"Shin Megami Tensei: Persona 2: Innocent Sin","PSP","Role-Playing","7","0.32","0.14","0.11"
"Street Fighter Alpha 2","SAT","Fighting","8.1","0.32","","0.32"
"Bust-A-Move '99","PS","Puzzle","7.7","0.32","0.18",""
"Final Fantasy XI: Online","PS2","MMO","8.4","0.32","0.08","0.15"
"Marvel: Ultimate Alliance 2","Wii","Role-Playing","5.6","0.32","0.25",""
"Eternal Sonata","X360","Role-Playing","7.9","0.32","0.19","0.08"
"Chibi-Robo! Zip Lash","3DS","Platform","5.5","0.32","0.14","0.07"
"Rayman 2: The Great Escape","PS","Platform","8.7","0.32","0.18",""
"Final Fantasy XI: Wings of the Goddess","X360","Role-Playing","6.5","0.32","0.28","0.02"
"Ed, Edd n Eddy: Jawbreakers!","GBA","Adventure","5","0.32","0.23",""
"Shenmue II","XB","Adventure","7.9","0.32","0.22",""
"Prince of Persia: The Sands of Time","GC","Adventure","9","0.32","0.25",""
"Championship Bass","PS","Sports","7.1","0.32","0.18",""
"Beautiful Katamari","X360","Puzzle","7.3","0.32","0.14","0.15"
"Tony Hawk's American Wasteland","X360","Sports","8.2","0.32","0.28",""
"Rugby World Cup 2011","PS3","Sports","4.5","0.32","",""
"Elebits","Wii","Action","7.3","0.32","0.22","0.08"
"Golden Axe: Beast Rider","PS3","Action","4.5","0.32","0.13",""
"DJ Hero","PS2","Misc","8.3","0.32","0.1",""
"Vin Diesel: Wheelman","PS3","Racing","6.9","0.32","0.12",""
"Phineas and Ferb: Across the 2nd Dimension","PS3","Action","6.8","0.32","0.15",""
"Dead Rising 2: Off the Record","PS3","Action","7.1","0.32","0.11","0.1"
"Fortress","GBA","Action","6.6","0.32","0.23",""
"Crash of the Titans","X360","Action","6.6","0.32","0.27",""
"Prey","X360","Shooter","8.2","0.32","0.27",""
"Singularity","X360","Shooter","7.7","0.32","0.24","0"
"WipEout Pulse","PSP","Racing","8.2","0.32","0.13",""
"Test Drive Unlimited","X360","Racing","8","0.32","0.23","0.02"
"DiRT 2","PSP","Racing","7.4","0.32","0.09",""
"Operation Flashpoint: Red River","PS3","Shooter","6.8","0.32","0.06","0.07"
"Marvel Nemesis: Rise of the Imperfects","PSP","Fighting","6.8","0.32","0.29",""
"BlazBlue: Continuum Shift","X360","Fighting","8.6","0.32","0.23","0.02"
"Dead Space 2","PC","Shooter","8.9","0.32","0.13",""
"Army of Two: The 40th Day","PSP","Shooter","4.8","0.32","0.12",""
"Clive Barker's Jericho","X360","Shooter","5.8","0.32","0.28",""
"Payday 2","PS4","Shooter","6.5","0.32","0.12",""
"NASCAR Thunder 2003","GC","Racing","8.8","0.31","0.24",""
"Fuel","X360","Racing","6.6","0.31","0.09","0"
"Catherine","X360","Puzzle","7.9","0.31","0.2","0.03"
"KuruKuru Kururin","GBA","Puzzle","7.2","0.31","","0.3"
"Dark Void","X360","Action","6.1","0.31","0.19",""
"40 Winks","PS","Platform","5.5","0.31","0.17",""
"Mega Man Maverick Hunter X","PSP","Platform","7.9","0.31","0.27",""
"Namco Museum: Virtual Arcade","X360","Misc","7","0.31","0.27","0.01"
"Tiger Woods PGA Tour 06","X360","Sports","6.9","0.31","0.28",""
"Bass Hunter 64","N64","Sports","6","0.31","0.25",""
"NBA Live 08","PSP","Sports","6.8","0.31","0.28","0"
"Spider-Man 3","PSP","Platform","5.3","0.31","0.01",""
"Silent Hill: Shattered Memories","PSP","Adventure","7.8","0.31","0.09","0.01"
"The Matrix: Path of Neo","XB","Action","6.7","0.31","0.23",""
"Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia","DS","Strategy","7.6","0.31","0.18","0.09"
"The Settlers 7: Paths to a Kingdom","PC","Strategy","7.8","0.31","",""
"WarCraft II: The Dark Saga","PS","Strategy","7.3","0.31","0.18",""
"Mega Man Zero Collection","DS","Platform","7.5","0.31","0.17","0.11"
"Star Wars Episode III: Revenge of the Sith","DS","Action","7.3","0.31","0.25",""
"Sonic Boom: Rise of Lyric","WiiU","Action-Adventure","3.7","0.31","0.19",""
"Bust-A-Move Universe","3DS","Puzzle","5.6","0.31","0.08","0.06"
"Shaun White Snowboarding","PS2","Sports","6.2","0.31","0.15",""
"South Park: Chef's Luv Shack","PS","Misc","3.1","0.31","0.17",""
"A Collection of Intellivision Classic Games","PS","Misc","4.3","0.31","0.17",""
"Star Wars Racer Revenge","PS2","Racing","7.8","0.31","0.15",""
"NASCAR 2011: The Game","X360","Racing","6","0.31","0.29",""
"Cart World Series","PS","Racing","7","0.3","0.17",""
"Monster Truck Madness 64","N64","Racing","5.5","0.3","0.24",""
"The King of Fighters XIII","PS3","Fighting","7.8","0.3","0.17","0.04"
"Ehrgeiz","PS","Fighting","6.7","0.3","0.17",""
"PowerUp Heroes","X360","Fighting","4","0.3","0.18",""
"Radiant Historia","DS","Role-Playing","8.5","0.3","0.19","0.09"
"Capcom Classics Collection Remixed","PSP","Misc","7.7","0.3","0.27",""
"Guitar Hero: Van Halen","X360","Misc","6.2","0.3","0.16",""
"Def Jam Rapstar","X360","Misc","7.4","0.3","0.26",""
"FIFA 15","PC","Sports","7","0.3","",""
"Madagascar","DS","Platform","6.3","0.3","0.25",""
"Dynasty Warriors 6","X360","Action","6.2","0.3","0.15","0.06"
"Looney Tunes: Duck Amuck","DS","Action","6.4","0.3","0.28",""
"Fist of the North Star: Ken's Rage 2","PS3","Action","5","0.3","","0.3"
"Tom Clancy's Splinter Cell 3D","3DS","Action","8","0.3","0.14","0.07"
"Chaos Legion","PS2","Action","6.2","0.3","0.15",""
"Resident Evil Archives: Resident Evil","Wii","Action","7.6","0.3","0.16","0.08"
"NBA Live 2003","GC","Sports","8.4","0.3","0.23",""
"Finding Nemo: The Continuing Adventures","GBA","Action","8","0.3","0.21",""
"Batman: The Brave and the Bold the Videogame","DS","Action","7.5","0.3","0.23",""
"Contra 4","DS","Shooter","8.1","0.3","0.28","0.01"
"Rayman 2: Revolution","PS2","Platform","8.7","0.3","0.15",""
"Dragon Force","SAT","Strategy","9","0.3","","0.3"
"Full Spectrum Warrior","PS2","Strategy","8.5","0.3","0.15",""
"Sing Party","WiiU","Party","6.8","0.3","0.15",""
"N3: Ninety-Nine Nights","X360","Action","6.3","0.3","0.2","0.05"
"MySims SkyHeroes","Wii","Action","6.4","0.3","0.16",""
"Monopoly for Nintendo Switch","NS","Board Game","5.3","0.3","0.06","0.01"
"F1 2013","X360","Racing","7.9","0.3","0.01","0"
"Syphon Filter: Dark Mirror","PSP","Shooter","8.5","0.3","0.26",""
"Shaun White Snowboarding: World Stage","Wii","Sports","7.2","0.3","0.24",""
"Lumines ll","PSP","Puzzle","8","0.3","0.12",""
"Magna Carta 2","X360","Role-Playing","6.6","0.3","0.13","0.07"
"Crazy Taxi: Catch a Ride","GBA","Racing","4.8","0.3","0.21",""
"Burnout","GC","Racing","7.7","0.3","0.23",""
"Sonic Boom: Shattered Crystal","3DS","Platform","3.8","0.29","0.17",""
"Rock Revolution","X360","Misc","3.6","0.29","0.26",""
"Assassin's Creed IV: Black Flag","WiiU","Action-Adventure","8.5","0.29","0.17",""
"NBA Live 06","X360","Sports","6.5","0.29","0.27",""
"Ever Oasis","3DS","Role-Playing","8.1","0.29","0.13","0.05"
"Grandia II","PS2","Role-Playing","7.4","0.29","0.14",""
"NieR","X360","Role-Playing","6.4","0.29","0.13","0.04"
"Atelier Iris 3: Grand Phantasm (US Sales)","PS2","Role-Playing","6.1","0.29","0.14",""
"The Lord of the Rings: The Third Age","GC","Role-Playing","7.9","0.29","0.22",""
"Sakura Wars: So Long, My Love","PS2","Role-Playing","8.8","0.29","0.07","0.15"
"Overcooked! 2","NS","Simulation","8.4","0.29","0.17","0.01"
"The Sims 2","PC","Simulation","8.9","0.29","0.02",""
"Glory of Heracles","DS","Role-Playing","6.8","0.29","0.19","0.08"
"X-Men Legends II: Rise of Apocalypse","PSP","Role-Playing","8.5","0.29","0.25",""
"Harvest Moon: Magical Melody","Wii","Simulation","6.3","0.29","0.23",""
"Ace Combat: Joint Assault","PSP","Simulation","7","0.29","0.06","0.15"
"Trauma Center: New Blood","Wii","Simulation","7.5","0.29","0.22","0.01"
"Duel Masters: Sempai Legends","GBA","Misc","7.1","0.29","0.21",""
"The Golden Compass","PS3","Adventure","4.3","0.29","0.14",""
"The Legend of Legacy","3DS","Role-Playing","6","0.29","0.14","0.11"
"Zoo Tycoon 2 DS","DS","Strategy","6.9","0.29","0.24",""
"Phoenix Wright: Ace Attorney: Spirit of Justice","3DS","Adventure","8.1","0.29","","0.29"
"Up","X360","Adventure","6.5","0.29","0.2",""
"Majin and the Forsaken Kingdom","PS3","Adventure","7","0.29","0.09","0.01"
"The BIGS 2","Wii","Sports","6.3","0.29","0.26",""
"Feel the Magic XY/XX","DS","Puzzle","7.7","0.29","0.17","0.1"
"Dead Rising: Chop Till You Drop","Wii","Action","6.7","0.29","0.15","0.05"
"Prince of Persia: Rival Swords","Wii","Action","7","0.29","0.24",""
"Sengoku Basara: Samurai Heroes","Wii","Action","6","0.29","0.06","0.2"
"Warriors Orochi 2","PSP","Action","5.3","0.29","0.06","0.22"
"Spider-Man: Friend or Foe","X360","Action","5.9","0.29","0.26",""
"Dynasty Warriors: Strikeforce","PS3","Action","6.8","0.29","0.11","0.07"
"Kenka Bancho: Badass Rumble","PSP","Action","7","0.29","0.07","0.2"
"Trace Memory","DS","Adventure","6.5","0.29","0.15","0.12"
"Just Dance 2017","NS","Music","6.5","0.29","0.07",""
"Rayman 3: Hoodlum Havoc","PS2","Platform","7.4","0.29","0.14",""
"Spyro: A Hero's Tail","GC","Platform","6.4","0.29","0.22",""
"Earthworm Jim","GBA","Platform","7.2","0.29","0.2",""
"Turning Point: Fall of Liberty","X360","Shooter","4.3","0.29","0.23",""
"FlatOut: Head On","PSP","Racing","7.3","0.29","0.13",""
"Call of Juarez: The Cartel","PS3","Shooter","5.4","0.29","0.12",""
"Wanted: Weapons of Fate","PS3","Shooter","6.2","0.29","0.14","0.01"
"MLB Power Pros","Wii","Sports","8.5","0.29","0.23","0.04"
"The Chronicles of Riddick: Assault on Dark Athena","X360","Shooter","8.2","0.29","0.16",""
"Forsaken 64","N64","Shooter","8.3","0.29","0.23",""
"Siren: Blood Curse","PS3","Action-Adventure","8.3","0.28","","0.09"
"Patapon 3","PSP","Platform","7.4","0.28","0.05","0.17"
"Rhythm Thief & the Emperor's Treasure","3DS","Misc","7.5","0.28","0.07","0.12"
"ExciteBots: Trick Racing","Wii","Racing","7.7","0.28","0.26",""
"Disney's Extreme Skate Adventure","GBA","Sports","6.6","0.28","0.2",""
"Rugby World Cup 2011","X360","Sports","4.8","0.28","0.03",""
"FIFA 07 Soccer","X360","Sports","7.1","0.28","0.24",""
"WarioWare Gold","3DS","Misc","8.1","0.28","0.11","0.13"
"Guitar Hero: Van Halen","Wii","Misc","5","0.28","0.13",""
"Guitar Hero: Van Halen","PS3","Misc","6.2","0.28","0.14",""
"Darksiders","PS3","Action","7.8","0.28","0.02","0.02"
"Medieval Moves: Deadmund's Quest","PS3","Action","7","0.28","0.13",""
"SAW","X360","Action","6.2","0.28","0.13",""
"Assassin's Creed II: Discovery","DS","Platform","7.3","0.28","0.15",""
"Transformers: Dark of the Moon","X360","Action","6.5","0.28","0.13",""
"Civilization II","PS","Strategy","8.2","0.28","0.15",""
"Batman: The Brave and the Bold the Videogame","Wii","Action","7.5","0.28","0.2",""
"Disney's Treasure Planet","GBA","Action","6.3","0.28","0.2",""
"El Shaddai: Ascension of the Metatron","PS3","Action","8","0.28","0.11","0.08"
"Bladestorm: The Hundred Years' War","PS3","Action","5.8","0.28","0.1","0.14"
"Star Trek Bridge Crew","PS4","Action","6.8","0.28","0.11",""
"Pac-Man Fever","GC","Misc","5.1","0.28","0.21",""
"Operation Flashpoint: Red River","X360","Shooter","7","0.28","0.1","0.01"
"Dead to Rights: Retribution","PS3","Shooter","6","0.28","0.1","0.02"
"MLB 07: The Show","PSP","Sports","8.1","0.28","0.26",""
"Carol Vorderman's Sudoku","PS2","Puzzle","7.4","0.28","",""
"The Warriors","PSP","Action","8.1","0.28","0.23",""
"The Binding of Isaac: Afterbirth+","NS","Action","9","0.28","0.17",""
"Gundam Versus","PS4","Action","7.3","0.28","0.08","0.18"
"Over the Hedge","DS","Platform","7.1","0.28","0.24",""
"Pirates of the Caribbean: Dead Man's Chest","PSP","Adventure","4.3","0.28","0.25",""
"Dragon Ball GT: Transformation","GBA","Action","7.7","0.28","0.2",""
"SimCity 4","PC","Simulation","8.7","0.28","0.01",""
"EyePet","PSP","Simulation","4.9","0.28","0.02",""
"Armored Core: Project Phantasma","PS","Simulation","7.2","0.28","0.06","0.15"
"Final Fantasy VI Advance","GBA","Role-Playing","9.1","0.28","","0.28"
"Wild ARMs 5","PS2","Role-Playing","7.5","0.28","0.14",""
"Etrian Mystery Dungeon","3DS","Role-Playing","7.6","0.28","0.11","0.14"
"Mass Effect 3","WiiU","Role-Playing","9.2","0.28","0.14",""
"Shadow Hearts","PS2","Role-Playing","7","0.28","0.09","0.1"
"Dead or Alive","PS","Fighting","8.3","0.28","0.09","0.1"
"Kung Fu Chaos","XB","Fighting","7","0.28","0.21",""
"Godzilla: Domination!","GBA","Fighting","4.7","0.28","0.2",""
"Virtua Fighter 5 Online","X360","Fighting","9.2","0.28","0.2","0.03"
"Madagascar","XB","Platform","6.8","0.28","0.21",""
"Mega Man ZX","DS","Platform","8.1","0.28","0.16","0.1"
"Ice Age: Dawn of the Dinosaurs","Wii","Platform","7.2","0.28","0.11",""
"Castlevania: Aria of Sorrow","GBA","Platform","8.8","0.28","0.2",""
"DeathSmiles","X360","Shooter","8","0.28","0.15","0.05"
"Mister Mosquito","PS2","Shooter","6.6","0.28","0.05","0.17"
"World of Tanks","PC","Shooter","7.8","0.28","",""
"Need for Speed: Most Wanted (2012)","WiiU","Racing","8.4","0.28","0.13",""
"Corvette","GBA","Racing","4.9","0.28","0.2",""
"Baten Kaitos: Eternal Wings and the Lost Ocean","GC","Role-Playing","8.2","0.27","0.21",""
"NHL 07","X360","Sports","8","0.27","0.25",""
"NHL 2K11","Wii","Sports","6.3","0.27","0.23",""
"NFL Street 3","PSP","Sports","6.7","0.27","0.24",""
"Dragon Ball Z: Tenkaichi Tag Team","PSP","Fighting","6","0.27","0.11","0.09"
"Lightning Returns: Final Fantasy XIII","X360","Misc","6.4","0.27","0.15","0.01"
"Metal Gear Solid V: Ground Zeroes","XOne","Action-Adventure","7.7","0.27","0.13",""
"Batman: Arkham Origins Blackgate","3DS","Action-Adventure","7","0.27","0.16",""
